"Trial Number","Trial File Number","Trial Indexes","Trial Type","Freq Sin Values","Time Vec","Volume Left Vec","yy","Pitch gy","Yaw gz","Roll gx","y axis Left-Right","z axis Up-Down","x axis Forward-Backward","Homing Mark","WiaSL Mark"
"1","0","2170","14.0","393.0","82.10614013671875","0.49","14144.0","1.64625","-1.4045","-0.109875","0.0003125","0.0841796875","-0.005","-1","0.0"
"1","0","2171","14.0","393.0","82.12355518341064","0.48","14147.0","4.426","-1.8625","-1.8135","7.8125e-05","0.0820703125","-0.005","-1","0.0"
"1","0","2172","14.0","393.0","82.22804546356201","0.48","14165.0","1.46825","-1.397","-1.6625","-0.0003125","0.0828515625","-0.007939453125","-1","0.0"
"1","0","2173","14.0","393.0","82.2454605102539","0.49","14168.0","4.1565","1.374","-1.421","-7.8125e-05","0.082109375","-0.005","-1","0.0"
"1","0","2174","14.0","393.0","82.34995079040527","0.5","14186.0","1.6625","1.024","-1.42725","-0.00125","0.0840234375","-0.008330078125","-1","0.0"
"1","0","2175","14.0","394.0","82.36736583709717","0.51","14189.0","1.8785","0.38925","-0.421","-0.0003125","0.0815625","-0.008017578125","-1","0.0"
"1","0","2176","14.0","394.0","82.47185611724854","0.51","14207.0","4.504","1.414","-1.46275","-0.00125","0.0808203125","-0.005","-1","0.0"
"1","0","2177","14.0","392.0","82.48927116394043","0.51","14210.0","5.5275","-0.32825","-1.176375","-0.00125","0.08193359375","-0.005","-1","0.0"
"1","0","2178","14.0","392.0","82.5937614440918","0.5","14228.0","5.0525","-1.9845","-1.433875","0.00125","0.0812109375","-0.007607421875","-1","0.0"
"1","0","2179","14.0","392.0","82.61117649078369","0.49","14231.0","4.6635","-1.725","-1.024","0.0003125","0.0817578125","-0.005","-1","0.0"
"1","0","2180","14.0","393.0","82.62859153747559","0.49","14234.0","5.65525","-1.2365","-1.41425","0.00125","0.0811328125","-0.005","-1","0.0"
"1","0","2181","14.0","393.0","82.64600658416748","0.49","14237.0","0.0","0.0","0.0","0.0","0.0","0.0","-1","0.0"
"1","0","2182","14.0","393.0","82.73308181762695","0.48","14252.0","1.398","-1.58025","-1.8515","0.0003125","0.080546875","-0.008232421875","-1","0.0"
"1","0","2183","14.0","393.0","82.75049686431885","0.46","14255.0","4.912","-4.107","-1.307875","0.00125","0.08205078125","-0.007587890625","-1","0.0"
"1","0","2184","14.0","392.0","82.85498714447021","0.45","14273.0","1.25225","-1.9235","-1.562625","-7.8125e-05","0.0827734375","-0.007509765625","-1","0.0"
"1","0","2185","14.0","392.0","82.87240219116211","0.46","14276.0","1.657","-1.024","-1.4845","0.00125","0.0836328125","-0.005","-1","0.0"
"1","0","2186","14.0","392.0","82.889817237854","0.44","14279.0","1.40875","-5.6185","-1.77575","0.00125","0.0821484375","-0.007802734375","-1","0.0"
"1","0","2187","14.0","392.0","82.97689247131348","0.44","14294.0","5.3115","-5.3435","-1.72725","0.0003125","0.08","-0.008427734375","-1","0.0"
"1","0","2188","14.0","392.0","82.99430751800537","0.43","14297.0","1.43275","-5.747125","-4.588","0.00125","0.08203125","-0.005","-1","0.0"
"1","0","2189","14.0","391.0","83.01172256469727","0.44","14300.0","1.943","-2.023","-4.275","0.00125","0.084609375","-0.007919921875","-1","0.0"
"1","0","2190","14.0","391.0","83.04655265808105","0.44","14306.0","1.139","-4.901","-2.04575","0.00125","0.08359375","-0.005","-1","0.0"
"1","0","2191","14.0","391.0","83.06396770477295","0.45","14309.0","1.68875","-4.626","-1.873","0.00125","0.0833203125","-0.005","-1","0.0"
"1","0","2192","14.0","392.0","83.08138275146484","0.45","14312.0","1.722","-5.7855","-1.465","0.0003125","0.02","-0.005","-1","0.0"
"1","0","2193","14.0","392.0","83.11621284484863","0.45","14318.0","1.9755","-5.7855","-1.684","0.00125","0.0839453125","-0.005","-1","0.0"
"1","0","2194","14.0","392.0","83.13362789154053","0.45","14321.0","1.8515","-1.771","-1.997","0.00125","0.0842578125","-0.005","-1","0.0"
"1","0","2195","14.0","392.0","83.13362789154053","0.45","14321.0","1.8515","-1.771","-1.997","0.00125","0.0842578125","-0.005","-1","0.0"
"1","0","2196","14.0","392.0","83.2381181716919","0.47","14339.0","1.09025","-4.58","-1.3385","0.00125","0.08","-0.007822265625","-1","0.0"
"1","0","2197","14.0","392.0","83.25553321838379","0.47","14342.0","1.193","-5.481","-1.031","2.2958874039497803e-43","0.0808984375","-0.008173828125","-1","0.0"
"1","0","2198","14.0","392.0","83.27294826507568","0.45","14345.0","6.553","-1.179625","-1.78675","0.00125","0.081171875","-0.007587890625","-1","0.0"
"1","0","2199","14.0","392.0","83.37743854522705","0.46","14363.0","5.70375","-0.46575","-6.4665","0.00125","0.081796875","-0.005","-1","0.0"
"1","0","2200","14.0","392.0","83.39485359191895","0.5","14366.0","5.882","-0.016","-1.1875","0.00125","0.0812890625","-0.005","-1","0.0"
"1","0","2201","14.0","392.0","83.49934387207031","0.5","14384.0","5.882","-0.016","-1.1875","0.00125","0.0812890625","-0.005","-1","0.0"
"1","0","2202","14.0","394.0","83.5167589187622","0.5","14387.0","4.50175","-0.49625","0.2805","0.00125","0.08","-0.005","-1","0.0"
"1","0","2203","14.0","395.0","83.5341739654541","0.5","14390.0","5.21425","-0.098375","-0.256","-7.8125e-05","0.0871484375","-0.00125","-1","0.0"
"1","0","2204","14.0","395.0","83.551589012146","0.49","14393.0","4.8635","-1.71","1.0905","-0.0003125","0.0829296875","-0.0003125","-1","0.0"
"1","0","2205","14.0","395.0","83.62124919891357","0.49","14405.0","4.8635","-1.71","1.0905","-0.0003125","0.0829296875","-0.0003125","-1","0.0"
"1","0","2206","14.0","396.0","83.63866424560547","0.49","14408.0","4.64675","-1.1145","0.2915","-0.00125","0.0840625","-0.00125","-1","0.0"
"1","0","2207","14.0","395.0","83.65607929229736","0.49","14411.0","0.0","0.0","0.0","0.0","0.0","0.0","-1","0.0"
"1","0","2208","14.0","395.0","83.67349433898926","0.49","14414.0","7.503","-1.961625","1.024","-0.0003125","0.03990234375","-0.00125","-1","0.0"
"1","0","2209","14.0","395.0","83.67929935455322","0.49","14415.0","0.0","0.0","0.0","0.0","0.0","0.0","-1","0.0"
"1","0","2210","14.0","395.0","83.76056957244873","0.48","14429.0","7.3085","-4.7025","-0.099125","-0.00125","0.0397265625","-0.00125","-1","0.0"
"1","0","2211","14.0","394.0","83.77798461914062","0.46","14432.0","6.9305","-6.8245","-1.12275","-0.00125","0.0813671875","-0.005","-1","0.0"
"1","0","2212","14.0","392.0","83.79539966583252","0.42","14435.0","5.5165","-7.023","-5.484","0.0003125","0.08703125","7.8125e-05","-1","0.0"
"1","0","2213","14.0","391.0","83.88247489929199","0.41","14450.0","4.18875","-5.85425","-4.504","0.00125","0.090703125","-0.00125","-1","0.0"
"1","0","2214","14.0","389.0","83.88827991485596","0.43","14451.0","5.228625","-4.107","-1.668","0.00125","0.0927734375","-0.005","-1","0.0"
"1","0","2215","14.0","389.0","83.89988994598389","0.43","14453.0","5.808","-5.82375","-1.80275","0.00125","0.091796875","-0.005","-1","0.0"
"1","0","2216","14.0","389.0","83.91730499267578","0.44","14456.0","6.23975","-6.24975","-1.641","0.00125","0.08","-0.005","-1","0.0"
"1","0","2217","14.0","391.0","84.00438022613525","0.45","14471.0","4.550125","-1.3205","-0.3345","0.00125","0.0913671875","-0.005","-1","0.0"
"1","0","2218","14.0","395.0","84.02179527282715","0.46","14474.0","-2.035","-1.603","5.3655","0.00125","0.081953125","-0.0075634765625","-1","0.0"
"1","0","2219","14.0","395.0","84.03921031951904","0.46","14477.0","-2.035","-1.603","5.3655","0.00125","0.081953125","-0.0075634765625","-1","0.0"
"1","0","2220","14.0","402.0","84.14370059967041","0.46","14495.0","7.5135","-6.8245","5.80625","0.00125","0.0368359375","-0.005","-1","0.0"
"1","0","2221","14.0","403.0","84.1611156463623","0.43","14498.0","4.096","-5.670875","1.421","0.00125","0.038984375","-0.005","-1","0.0"
"1","0","2222","14.0","397.0","84.26560592651367","0.42","14516.0","-1.33875","-6.55725","-1.9215","0.00125","0.0859765625","-0.005","-1","0.0"
"1","0","2223","14.0","394.0","84.28302097320557","0.42","14519.0","-0.40475","-5.38175","-1.43275","0.005","0.0855078125","-0.007763671875","-1","0.0"
"1","0","2224","14.0","395.0","84.28882598876953","0.42","14520.0","1.8675","-4.436","4.71075","0.0003125","0.08046875","-0.005","-1","0.0"
"1","0","2225","14.0","395.0","84.30043601989746","0.42","14522.0","1.846","-4.572","1.8945","0.00125","0.0832421875","-0.007958984375","-1","0.0"
"1","0","2226","14.0","396.0","84.38751125335693","0.41","14537.0","1.024","-17.1605","0.30225","0.00125","0.0815234375","-0.005","-1","0.0"
"1","0","2227","14.0","397.0","84.40492630004883","0.39","14540.0","5.65525","-18.7785","1.024","0.005","0.0394140625","-0.005","-1","0.0"
"1","0","2228","14.0","396.0","84.42234134674072","0.34","14543.0","4.096","-18.866","1.9215","0.005","0.03908203125","-0.005","-1","0.0"
"1","0","2229","14.0","396.0","84.43975639343262","0.31","14546.0","4.7715","-18.82775","1.9865","0.005","0.0391796875","-0.00125","-1","0.0"
"1","0","2230","14.0","396.0","84.52683162689209","0.26","14561.0","-0.064","-20.0","1.479","0.007529296875","0.02","-0.005","-1","0.0"
"1","0","2231","14.0","402.0","84.54424667358398","0.19","14564.0","5.6245","-17.1755","4.096","0.005","0.0814453125","-0.005","-1","0.0"
"1","0","2232","14.0","403.0","84.64873695373535","0.2","14582.0","5.87125","-17.084","5.926375","0.005","0.0837890625","-0.005","-1","0.0"
"1","0","2233","14.0","404.0","84.66615200042725","0.22","14585.0","4.572","-18.84675","5.79725","0.00125","0.08","-0.00125","-1","0.0"
"1","0","2234","14.0","401.0","84.78805732727051","0.25","14606.0","4.426","-31.9695","4.096","0.00125","0.103671875","-0.005","-1","0.0"
"1","0","2235","14.0","401.0","84.8054723739624","0.13","14609.0","0.30225","-27.6185","4.3615","-0.005","0.03935546875","-0.005","-1","0.0"
"1","0","2236","14.0","401.0","84.90996265411377","0.14","14627.0","-0.313","-16.928","1.4195","-0.005","0.02","-0.008681640625","-1","0.0"
"1","0","2237","14.0","397.0","84.92737770080566","0.23","14630.0","0.4425","-7.313","0.4805","-0.005","0.0846875","-0.007744140625","-1","0.0"
"1","0","2238","14.0","395.0","85.03186798095703","0.32","14648.0","-1.33325","-6.1985","4.264","-0.005","0.03994140625","-0.005","-1","0.0"
"1","0","2239","14.0","396.0","85.04928302764893","0.35","14651.0","-1.166","-5.87775","4.383","-0.005","0.02","-0.008642578125","-1","0.0"
"1","0","2240","14.0","393.0","85.06669807434082","0.43","14654.0","1.88925","-1.35125","-7.7505","-0.00125","0.081640625","-0.005","-1","0.0"
"1","0","2241","14.0","393.0","85.1537733078003","0.44","14669.0","1.19825","-1.29","-5.68375","-0.00125","0.08","-0.005","-1","0.0"
"1","0","2242","14.0","391.0","85.17118835449219","0.44","14672.0","1.33875","-1.4885","-4.793","-0.005","0.08197265625","-0.005","-1","0.0"
"1","0","2243","14.0","389.0","85.18860340118408","0.45","14675.0","-1.846","-1.22125","-2.04575","-0.00125","0.039453125","-0.005","-1","0.0"
"1","0","2244","14.0","390.0","85.29309368133545","0.48","14693.0","5.02","-1.519","-1.4735","-0.005","0.0383203125","-0.005","-1","0.0"
"1","0","2245","14.0","393.0","85.31050872802734","0.46","14696.0","5.73025","-4.3055","1.4165","-0.005","0.08208984375","-0.005","-1","0.0"
"1","0","2246","14.0","393.0","85.32792377471924","0.46","14699.0","0.0","0.0","0.0","0.0","0.0","0.0","-1","0.0"
"1","0","2247","14.0","393.0","85.3337287902832","0.46","14700.0","0.0","0.0","0.0","0.0","0.0","0.0","-1","0.0"
"1","0","2248","14.0","393.0","85.41499900817871","0.46","14714.0","0.0","0.0","0.0","0.0","0.0","0.0","-1","0.0"
"1","0","2249","14.0","394.0","85.4324140548706","0.46","14717.0","4.41","-4.5495","-1.17625","-0.00125","0.0887109375","-0.00125","-1","0.0"
"1","0","2250","14.0","394.0","85.4498291015625","0.47","14720.0","6.38","-1.89325","-4.761","-0.005","0.09578125","-0.005","-1","0.0"
"1","0","2251","14.0","389.0","85.53690433502197","0.47","14735.0","5.58125","-0.26725","-7.68625","0.00125","0.08953125","-0.005","-1","0.0"
"1","0","2252","14.0","389.0","85.55431938171387","0.48","14738.0","5.58125","-0.26725","-7.68625","0.00125","0.08953125","-0.005","-1","0.0"
"1","0","2253","14.0","385.0","85.57173442840576","0.5","14741.0","0.49125","1.71","-6.3155","0.00125","0.039921875","-0.008271484375","-1","0.0"
"1","0","2254","14.0","389.0","85.67622470855713","0.51","14759.0","7.9345","-0.41225","1.22","-0.00125","0.0395703125","-0.008173828125","-1","0.0"
"1","0","2255","14.0","391.0","85.69363975524902","0.51","14762.0","4.7555","-0.26725","-6.5745","-7.8125e-05","0.083359375","-0.007783203125","-1","0.0"
"1","0","2256","14.0","388.0","85.79813003540039","0.53","14780.0","1.45975","5.741875","-6.9955","0.005","0.0827734375","-0.005","-1","0.0"
"1","0","2257","14.0","386.0","85.80393505096436","0.56","14781.0","-1.209","6.253625","-6.65","0.00125","0.08078125","-0.005","-1","0.0"
"1","0","2258","14.0","386.0","85.81554508209229","0.56","14783.0","-1.57075","6.4045","-6.812","0.00125","0.0803515625","-0.008154296875","-1","0.0"
"1","0","2259","14.0","386.0","85.93745040893555","0.59","14804.0","-1.5005","7.53425","-6.175","0.00125","0.03830078125","-0.005","-1","0.0"
"1","0","2260","14.0","387.0","85.95486545562744","0.63","14807.0","0.259","19.1605","-7.8805","0.005","0.0387890625","-0.005","-1","0.0"
"1","0","2261","14.0","387.0","85.97228050231934","0.72","14810.0","1.024","20.855","-5.279","0.00125","0.08015625","-0.0088134765625","-1","0.0"
"1","0","2262","14.0","387.0","86.05935573577881","0.73","14825.0","1.4735","19.8015","-4.232","0.00125","0.03759765625","-0.005","-1","0.0"
"1","0","2263","14.0","386.0","86.0767707824707","0.77","14828.0","6.294","18.687","-7.1735","0.005","0.0838671875","-0.008623046875","-1","0.0"
"1","0","2264","14.0","382.0","86.18126106262207","0.67","14846.0","4.68525","7.15275","-5.8835","0.00125","0.1001171875","-0.005","-1","0.0"
"1","0","2265","14.0","382.0","86.19867610931396","0.66","14849.0","5.478375","7.36625","-6.61225","0.00125","0.08","-0.0088134765625","-1","0.0"
"1","0","2266","14.0","382.0","86.21609115600586","0.58","14852.0","4.71625","4.81675","-4.94425","0.00125","0.03837890625","-0.008271484375","-1","0.0"
"1","0","2267","14.0","385.0","86.32058143615723","0.57","14870.0","7.5135","5.6405","-5.0525","0.00125","0.083203125","-0.005","-1","0.0"
"1","0","2268","14.0","389.0","86.33799648284912","0.54","14873.0","1.40875","-1.2215","4.13425","0.00125","0.082890625","-0.005","-1","0.0"
"1","0","2269","14.0","394.0","86.35541152954102","0.52","14876.0","1.03625","-5.70925","4.6205","0.00125","0.03947265625","-0.005","-1","0.0"
"1","0","2270","14.0","396.0","86.44248676300049","0.49","14891.0","5.538","-6.275","1.73275","-0.0003125","0.0398828125","-0.005","-1","0.0"
"1","0","2271","14.0","399.0","86.45990180969238","0.46","14894.0","6.8985","-5.0915","1.97025","0.00125","0.03955078125","-0.005","-1","0.0"
"1","0","2272","14.0","402.0","86.47731685638428","0.44","14897.0","2.01875","-6.34275","5.65525","0.00125","0.03974609375","-0.005","-1","0.0"
"1","0","2273","14.0","403.0","86.56439208984375","0.43","14912.0","5.3115","-6.481","4.383","-7.8125e-05","0.0398828125","-0.005","-1","0.0"
"1","0","2274","14.0","404.0","86.58180713653564","0.42","14915.0","4.491","-4.232","5.3115","2.2958874039497803e-43","0.03876953125","-0.005","-1","0.0"
"1","0","2275","14.0","403.0","86.7037124633789","0.41","14936.0","1.22","-8.12225","4.50175","-0.00125","0.08","-0.005","-1","0.0"
"1","0","2276","14.0","404.0","86.7211275100708","0.38","14939.0","4.34","-16.977","6.5635","-0.00125","0.0814453125","-0.005","-1","0.0"
"1","0","2277","14.0","403.0","86.7385425567627","0.39","14942.0","0.0","0.0","0.0","0.0","0.0","0.0","-1","0.0"
"1","0","2278","14.0","404.0","86.75595760345459","0.27","14945.0","0.0","0.0","0.0","0.0","0.0","0.0","-1","0.0"
"1","0","2279","14.0","404.0","86.82561779022217","0.26","14957.0","4.1565","-23.1495","5.88725","-0.00125","0.1021484375","-0.007802734375","-1","0.0"
"1","0","2280","14.0","404.0","86.86044788360596","0.22","14963.0","0.0","0.0","0.0","0.0","0.0","0.0","-1","0.0"
"1","0","2281","14.0","404.0","86.86044788360596","0.24","14963.0","0.0","0.0","0.0","0.0","0.0","0.0","-1","0.0"
"1","0","2282","14.0","403.0","86.87786293029785","0.24","14966.0","5.828","-21.1605","4.5665","0.00125","0.086953125","-0.007685546875","-1","0.0"
"1","0","2283","14.0","403.0","86.89527797698975","0.28","14969.0","-1.6195","-16.565","4.368","0.0003125","0.0380078125","-0.005","-1","0.0"
"1","0","2284","14.0","404.0","86.94752311706543","0.28","14978.0","0.120625","-8.04575","6.963","-7.8125e-05","0.03669921875","-0.009541015625","-1","0.0"
"1","0","2285","14.0","403.0","86.96493816375732","0.29","14981.0","1.489625","-17.7405","4.232","0.00125","0.02","-0.008876953125","-1","0.0"
"1","0","2286","14.0","404.0","86.98235321044922","0.27","14984.0","6.1805","-18.424","6.812","0.00125","0.0806640625","-0.005","-1","0.0"
"1","0","2287","14.0","404.0","87.08684349060059","0.2","15002.0","1.3495","-23.47","4.6745","0.00125","0.0875390625","-0.008388671875","-1","0.0"
"1","0","2288","14.0","403.0","87.10425853729248","0.19","15005.0","-0.096375","-22.6915","6.8225","-1.953125e-05","0.08","-0.005","-1","0.0"
"1","0","2289","14.0","403.0","87.12167358398438","0.2","15008.0","0.313","-22.0155","6.1965","0.00125","0.02","-0.009482421875","-1","0.0"
"1","0","2290","14.0","402.0","87.20874881744385","0.21","15023.0","0.0","0.0","0.0","0.0","0.0","0.0","-1","0.0"
"1","0","2291","14.0","403.0","87.22616386413574","0.22","15026.0","4.096","-21.542","4.912","0.00125","0.0394140625","-0.008076171875","-1","0.0"
"1","0","2292","14.0","404.0","87.24357891082764","0.22","15029.0","7.4595","-20.87475","5.1495","0.00125","0.0820703125","-0.005","-1","0.0"
"1","0","2293","14.0","403.0","87.26099395751953","0.24","15032.0","0.0","0.0","0.0","0.0","0.0","0.0","-1","0.0"
"1","0","2294","14.0","400.0","87.348069190979","0.27","15047.0","-1.6195","-6.89325","-0.5075","0.00125","0.03865234375","-0.0088134765625","-1","0.0"
"1","0","2295","14.0","395.0","87.3654842376709","0.39","15050.0","-6.4235","0.256","-0.30775","0.00125","0.03783203125","-0.005","-1","0.0"
"1","0","2296","14.0","394.0","87.3828992843628","0.47","15053.0","-0.126125","1.374","-1.257625","0.005","0.03900390625","-0.005","-1","0.0"
"1","0","2297","14.0","393.0","87.46997451782227","0.48","15068.0","1.1445","1.58025","-1.6915","0.005","0.0398046875","-0.005","-1","0.0"
"1","0","2298","14.0","394.0","87.48738956451416","0.54","15071.0","4.8905","7.17475","0.064","0.00125","0.0837890625","-0.009072265625","-1","0.0"
"1","0","2299","14.0","393.0","87.50480461120605","0.55","15074.0","4.82025","4.7405","-4.113","0.00125","0.08","-0.008271484375","-1","0.0"
