"Trial Number","Trial File Number","Trial Indexes","Trial Type","Freq Sin Values","Time Vec","Volume Left Vec","yy","Pitch gy","Yaw gz","Roll gx","y axis Left-Right","z axis Up-Down","x axis Forward-Backward"
"1","0","1000","12.0","394.0","38.13314723968506","0.49","6569.0","4.9335","-1.024","-0.27525","-0.0003125","0.039453125","-0.02"
"1","0","1001","12.0","394.0","38.15056228637695","0.48","6572.0","5.279","-1.4505","-0.256","-0.00125","0.0804296875","-0.0262109375"
"1","0","1002","12.0","394.0","38.16797733306885","0.48","6575.0","4.2065","-1.3205","-0.36175","-0.00125","0.039140625","-0.02"
"1","0","1003","12.0","395.0","38.25505256652832","0.48","6590.0","1.873","-1.6335","-0.38325","-0.0003125","0.08109375","-0.02"
"1","0","1004","12.0","395.0","38.272467613220215","0.48","6593.0","4.096","-1.5955","-1.1875","-0.0003125","0.080546875","-0.0271484375"
"1","0","1005","12.0","395.0","38.28988265991211","0.48","6596.0","1.61925","-1.748","-0.259","-0.0003125","0.0808984375","-0.02775390625"
"1","0","1006","12.0","395.0","38.37695789337158","0.48","6611.0","1.94325","-1.41975","-0.421","-0.0003125","0.0800390625","-0.02767578125"
"1","0","1007","12.0","395.0","38.39437294006348","0.48","6614.0","4.4585","-1.603","-1.155","-7.8125e-05","0.08","-0.02"
"1","0","1008","12.0","395.0","38.41178798675537","0.48","6617.0","4.383","-1.7175","0.259","-0.00125","0.0806640625","-0.0279296875"
"1","0","1009","12.0","395.0","38.429203033447266","0.48","6620.0","1.024","-1.64125","-1.2415","-7.8125e-05","0.039453125","-0.027744140625"
"1","0","1010","12.0","395.0","38.498863220214844","0.48","6632.0","1.78675","-1.4505","-0.43725","7.8125e-05","0.0800390625","-0.0271484375"
"1","0","1011","12.0","395.0","38.51047325134277","0.48","6634.0","1.4305","-1.542","0.120625","-0.00125","0.03962890625","-0.02841796875"
"1","0","1012","12.0","395.0","38.51627826690674","0.48","6635.0","1.092","-1.4045","0.41575","-7.8125e-05","0.0808203125","-0.02"
"1","0","1013","12.0","394.0","38.63818359375","0.48","6656.0","1.99175","-1.542","-1.2845","0.0003125","0.03958984375","-0.0269140625"
"1","0","1014","12.0","394.0","38.643988609313965","0.48","6657.0","1.155","-1.53425","-0.3995","-0.0003125","0.0395703125","-0.0273046875"
