"Trial Number","Trial File Number","Trial Indexes","Trial Type","Freq Sin Values","Time Vec","Volume Left Vec","yy","Pitch gy","Yaw gz","Roll gx","y axis Left-Right","z axis Up-Down","x axis Forward-Backward"
"1","0","2365","13.0","394.0","89.87325096130371","0.48","15482.0","4.178","-1.4045","-1.587","-0.005","0.02","-0.0226953125"
"1","0","2366","13.0","394.0","89.8906660079956","0.48","15485.0","1.562625","-1.89325","-0.28075","-0.005","0.03951171875","-0.0244140625"
"1","0","2367","13.0","395.0","89.99515628814697","0.48","15503.0","1.70025","-1.06875","0.49125","-0.005","0.0806640625","-0.02"
"1","0","2368","13.0","395.0","90.01257133483887","0.48","15506.0","1.846","-1.35875","-0.46425","-0.005","0.0802734375","-0.024765625"
"1","0","2369","13.0","395.0","90.11706161499023","0.48","15524.0","1.092","-1.8245","-1.2525","-0.005","0.08189453125","-0.0250390625"
"1","0","2370","13.0","394.0","90.1228666305542","0.48","15525.0","1.711","-1.024","-1.7815","-0.008037109375","0.03927734375","-0.0233203125"
"1","0","2371","13.0","394.0","90.13447666168213","0.48","15527.0","4.10225","-1.304625","-2.0295","-0.005","0.081328125","-0.022734375"
"1","0","2372","13.0","393.0","90.15189170837402","0.48","15530.0","1.88925","-1.26725","-1.2525","-0.005","0.02","-0.023828125"
"1","0","2373","13.0","393.0","90.25638198852539","0.48","15548.0","4.1885","-1.64875","-1.8785","-0.005","0.0809765625","-0.02"
"1","0","2374","13.0","393.0","90.27379703521729","0.48","15551.0","1.4305","-1.7405","-1.263","-0.005","0.0398046875","-0.024140625"
"1","0","2375","13.0","394.0","90.37828731536865","0.48","15569.0","4.8255","-1.80925","-1.0255","-0.005","0.03916015625","-0.02302734375"
"1","0","2376","13.0","394.0","90.39570236206055","0.48","15572.0","1.6915","-1.05075","-1.22","-0.005","0.03962890625","-0.02"
"1","0","2377","13.0","393.0","90.41311740875244","0.48","15575.0","1.668","-1.092","-1.35475","-0.005","0.02","-0.0237890625"
"1","0","2378","13.0","393.0","90.43053245544434","0.48","15578.0","5.29","-1.23675","-1.32775","-0.005","0.08","-0.022734375"
"1","0","2379","13.0","393.0","90.50019264221191","0.48","15590.0","6.65","-1.7175","-1.587","-0.005","0.0800390625","-0.024921875"
"1","0","2380","13.0","393.0","90.51760768890381","0.48","15593.0","7.028","-1.1755","-1.29","-0.005","0.080234375","-0.022890625"
"1","0","2381","13.0","393.0","90.5350227355957","0.47","15596.0","6.5095","-4.1525","-1.421","-0.005","0.080703125","-0.022109375"
"1","0","2382","13.0","393.0","90.5524377822876","0.47","15599.0","7.503","-4.687","-1.6915","-0.005","0.03919921875","-0.0226953125"
"1","0","2383","13.0","393.0","90.63951301574707","0.47","15614.0","7.1035","-4.8855","-1.85675","-0.005","0.0807421875","-0.023828125"
"1","0","2384","13.0","393.0","90.65692806243896","0.45","15617.0","4.096","-5.023","-1.36575","-0.005","0.0805859375","-0.0209765625"
"1","0","2385","13.0","393.0","90.67434310913086","0.45","15620.0","5.86025","-4.336","-1.101","-0.00125","0.039765625","-0.02298828125"
"1","0","2386","13.0","393.0","90.76141834259033","0.45","15635.0","5.86025","-4.336","-1.101","-0.00125","0.039765625","-0.02298828125"
"1","0","2387","13.0","393.0","90.77883338928223","0.45","15638.0","6.8445","-4.962","-1.7055","-0.00125","0.0801953125","-0.0203515625"
"1","0","2388","13.0","394.0","90.8833236694336","0.42","15656.0","4.193","-8.107","0.016","-0.005","0.082109375","-0.005"
"1","0","2389","13.0","395.0","90.90073871612549","0.42","15659.0","4.793","-4.122","0.256","-0.00125","0.0815234375","-0.005"
"1","0","2390","13.0","395.0","90.91815376281738","0.42","15662.0","4.793","-4.122","0.256","-0.00125","0.0815234375","-0.005"
"1","0","2391","13.0","395.0","91.02264404296875","0.45","15680.0","0.3185","1.13","-1.997","-0.005","0.080859375","-0.009970703125"
"1","0","2392","13.0","387.0","91.04005908966064","0.56","15683.0","1.937625","4.35125","-7.0765","-0.005","0.03927734375","-0.009150390625"
"1","0","2393","13.0","387.0","91.14454936981201","0.56","15701.0","1.83525","4.206625","-6.1535","-0.005","0.0390234375","-0.009365234375"
"1","0","2394","13.0","386.0","91.15035438537598","0.57","15702.0","4.113","4.145","-6.6015","-0.005","0.0802734375","-0.005"
"1","0","2395","13.0","386.0","91.1619644165039","0.57","15704.0","4.113","4.145","-6.6015","-0.005","0.0802734375","-0.005"
"1","0","2396","13.0","385.0","91.1793794631958","0.57","15707.0","0.256","4.542","-4.79325","-0.005","0.0855859375","-0.009072265625"
"1","0","2397","13.0","385.0","91.1967945098877","0.57","15710.0","-4.912","5.58025","-6.4665","-0.005","0.0845703125","-0.009345703125"
"1","0","2398","13.0","386.0","91.28386974334717","0.57","15725.0","-4.1565","6.0","-7.395","-0.005","0.0817578125","-0.005"
"1","0","2399","13.0","386.0","91.28386974334717","0.57","15725.0","-4.1565","6.0","-7.395","-0.005","0.0817578125","-0.005"
"1","0","2400","13.0","386.0","91.30128479003906","0.57","15728.0","2.01325","6.275","-4.248","-0.005","0.0394140625","-0.009521484375"
"1","0","2401","13.0","386.0","91.40577507019043","0.57","15746.0","7.1465","1.95425","-5.65675","-0.005","0.03947265625","-0.009072265625"
"1","0","2402","13.0","387.0","91.42319011688232","0.54","15749.0","5.117","1.84725","-4.437","-0.005","0.08203125","-0.005"
"1","0","2403","13.0","387.0","91.44060516357422","0.54","15752.0","2.01325","2.00775","-7.9345","-0.005","0.0807421875","-0.009072265625"
"1","0","2404","13.0","386.0","91.52768039703369","0.54","15767.0","1.14975","7.023","-5.0845","-0.005","0.081640625","-0.005"
"1","0","2405","13.0","386.0","91.54509544372559","0.55","15770.0","1.8785","-0.351","-4.8795","-0.005","0.08205078125","-0.0217578125"
"1","0","2406","13.0","388.0","91.66700077056885","0.5","15791.0","1.705625","-4.232","-4.1665","-0.005","0.0862109375","-0.0248046875"
"1","0","2407","13.0","398.0","91.68441581726074","0.44","15794.0","1.954","-4.81675","7.18975","0.0003125","0.02","-0.02"
"1","0","2408","13.0","399.0","91.78890609741211","0.44","15812.0","5.2205","-4.2595","7.8915","0.00125","0.03986328125","-0.025234375"
"1","0","2409","13.0","402.0","91.806321144104","0.44","15815.0","7.3515","-4.368","8.048","-0.00125","0.038671875","-0.0258984375"
"1","0","2410","13.0","405.0","91.8237361907959","0.43","15818.0","7.384","-6.168","1.83525","-0.00125","0.0826171875","-0.020859375"
"1","0","2411","13.0","405.0","91.8411512374878","0.44","15821.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1","0","2412","13.0","404.0","91.85856628417969","0.44","15824.0","1.63","-5.84725","1.56275","-0.00125","0.08265625","-0.02052734375"
"1","0","2413","13.0","403.0","91.87598133087158","0.44","15827.0","-0.4425","-6.1755","-1.0255","-0.00125","0.082578125","-0.0225390625"
"1","0","2414","13.0","401.0","91.91081142425537","0.44","15833.0","-4.504","-5.80925","-1.1225","-0.0003125","0.03978515625","-0.02"
"1","0","2415","13.0","397.0","91.92822647094727","0.43","15836.0","-4.6745","-4.229","2.035","-0.0003125","0.03708984375","-0.02775390625"
"1","0","2416","13.0","399.0","92.03271675109863","0.47","15854.0","5.747","-1.35125","4.096","-0.00125","0.039140625","-0.0225390625"
"1","0","2417","13.0","400.0","92.06754684448242","0.47","15860.0","4.394","-1.7405","5.6865","-0.005","0.08","-0.021484375"
"1","0","2418","13.0","397.0","92.17203712463379","0.43","15878.0","-1.047","-7.42","-0.4265","-0.00125","0.03912109375","-0.0210546875"
"1","0","2419","13.0","396.0","92.18945217132568","0.42","15881.0","-0.4805","-6.1825","-1.22525","-0.0003125","0.03802734375","-0.02"
"1","0","2420","13.0","394.0","92.20106220245361","0.42","15883.0","-1.024","-4.5185","-1.614","-0.0003125","0.02","-0.0237890625"
"1","0","2421","13.0","393.0","92.20686721801758","0.43","15884.0","-0.004","-4.5495","-1.398","-0.0003125","0.0394921875","-0.0255078125"
"1","0","2422","13.0","392.0","92.29394245147705","0.44","15899.0","0.48575","-1.35875","-4.8795","-0.00125","0.081953125","-0.0258203125"
"1","0","2423","13.0","391.0","92.29974746704102","0.45","15900.0","1.32775","-1.297625","-7.4055","-0.005","0.0810546875","-0.02"
"1","0","2424","13.0","390.0","92.31135749816895","0.45","15902.0","5.666","-1.38925","-4.68525","-0.00125","0.03982421875","-0.0265234375"
"1","0","2425","13.0","386.0","92.32877254486084","0.49","15905.0","7.23825","1.519","-5.97525","-0.00125","0.03974609375","-0.0256640625"
"1","0","2426","13.0","386.0","92.4332628250122","0.5","15923.0","7.967","4.5185","-5.79725","0.00125","0.086171875","-0.023671875"
"1","0","2427","13.0","386.0","92.4506778717041","0.55","15926.0","4.92275","5.3205","-4.37225","-0.00125","0.093046875","-0.0257421875"
"1","0","2428","13.0","386.0","92.55516815185547","0.57","15944.0","5.2575","6.626","-5.7215","-0.00125","0.03802734375","-0.0222265625"
"1","0","2429","13.0","386.0","92.57258319854736","0.57","15947.0","4.69075","4.504","-5.66225","-0.00125","0.02","-0.020859375"
"1","0","2430","13.0","388.0","92.58999824523926","0.55","15950.0","-1.937625","-1.4445","-2.01325","-0.005","0.02","-0.0221484375"
"1","0","2431","13.0","388.0","92.67707347869873","0.48","15965.0","4.91725","-7.1605","-5.42475","-0.00125","0.08265625","-0.02802734375"
"1","0","2432","13.0","389.0","92.6828784942627","0.44","15966.0","-4.68525","-1.6795","1.7055","-0.00125","0.091953125","-0.008935546875"
"1","0","2433","13.0","390.0","92.69448852539062","0.44","15968.0","-17.7155","-1.771","1.873","-0.00125","0.089140625","-0.009208984375"
"1","0","2434","13.0","394.0","92.71190357208252","0.44","15971.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1","0","2435","13.0","396.0","92.72931861877441","0.45","15974.0","-21.8175","-4.30525","7.3515","-0.005","0.039140625","-0.0254296875"
"1","0","2436","13.0","398.0","92.81639385223389","0.45","15989.0","-7.476","-5.741875","1.041625","-0.005","0.036328125","-0.0266796875"
"1","0","2437","13.0","398.0","92.82219886779785","0.37","15990.0","1.7275","-21.038","-1.058","-0.00125","0.0391796875","-0.02"
"1","0","2438","13.0","397.0","92.83380889892578","0.35","15992.0","1.9755","-20.183","-1.3225","-0.00125","0.036953125","-0.02"
"1","0","2439","13.0","395.0","92.93829917907715","0.28","16010.0","1.5815","-20.8395","5.3655","-0.0003125","0.03935546875","-0.0281640625"
"1","0","2440","13.0","398.0","92.95571422576904","0.24","16013.0","6.76575","-20.3055","5.8835","-0.00125","0.0810546875","-0.025078125"
"1","0","2441","13.0","408.0","93.06020450592041","0.2","16031.0","6.56375","-30.87","16.992","-0.005","0.081796875","-0.021328125"
"1","0","2442","13.0","411.0","93.0776195526123","0.17","16034.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1","0","2443","13.0","411.0","93.0950345993042","0.19","16037.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1","0","2444","13.0","416.0","93.1124496459961","0.2","16040.0","4.2535","-17.2135","18.633","-0.00125","0.0832421875","-0.024609375"
"1","0","2445","13.0","421.0","93.12986469268799","0.23","16043.0","4.368","-17.168","19.2255","-0.005","0.03994140625","-0.0273046875"
"1","0","2446","13.0","423.0","93.18791484832764","0.27","16053.0","25.3155","-17.229","20.177","-0.00125","0.0819921875","-0.02"
"1","0","2447","13.0","423.0","93.19952487945557","0.27","16055.0","25.3155","-17.229","20.177","-0.00125","0.0819921875","-0.02"
"1","0","2448","13.0","421.0","93.21693992614746","0.16","16058.0","6.9305","-27.2365","7.6755","-0.00125","0.02","-0.0269140625"
"1","0","2449","13.0","417.0","93.32143020629883","0.13","16076.0","5.43025","-25.939","7.341","-0.00125","0.03974609375","-0.0254296875"
"1","0","2450","13.0","409.0","93.33884525299072","0.15","16079.0","1.092","-25.5115","7.779375","-0.00125","0.0801953125","-0.0255078125"
"1","0","2451","13.0","407.0","93.3910903930664","0.17","16088.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1","0","2452","13.0","406.0","93.3910903930664","0.19","16088.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1","0","2453","13.0","404.0","93.46075057983398","0.22","16100.0","0.256","-22.183","6.8545","-0.00125","0.03869140625","-0.022890625"
"1","0","2454","13.0","400.0","93.47816562652588","0.33","16103.0","6.294","-4.504","0.064","-0.00125","0.08","-0.0222265625"
"1","0","2455","13.0","399.0","93.57685089111328","0.35","16120.0","4.232","-4.1145","0.112625","-0.005","0.03970703125","-0.0237109375"
"1","0","2456","13.0","399.0","93.58265590667725","0.36","16121.0","4.2535","-6.794","-1.058","-0.00125","0.039609375","-0.02"
"1","0","2457","13.0","395.0","93.60007095336914","0.44","16124.0","5.882","-0.064","-6.4555","-0.005","0.037578125","-0.0221484375"
"1","0","2458","13.0","392.0","93.61748600006104","0.46","16127.0","4.134375","1.458","-4.437","-0.005","0.0373046875","-0.02"
"1","0","2459","13.0","389.0","93.70456123352051","0.5","16142.0","4.096","4.5725","-7.8105","-0.00125","0.0812109375","-0.0208203125"
"1","0","2460","13.0","385.0","93.7219762802124","0.55","16145.0","1.8785","5.738","-7.68625","-0.00125","0.03837890625","-0.0254296875"
"1","0","2461","13.0","383.0","93.82646656036377","0.57","16163.0","6.6285","6.75775","-6.229","-0.00125","0.080546875","-0.02548828125"
"1","0","2462","13.0","385.0","93.84388160705566","0.58","16166.0","1.533","4.58775","-5.333","-0.00125","0.080546875","-0.0283984375"
"1","0","2463","13.0","385.0","93.86129665374756","0.58","16169.0","1.1605","5.77875","-6.253375","-0.00125","0.081640625","-0.02791015625"
"1","0","2464","13.0","386.0","93.86710166931152","0.57","16172.0","1.8675","16.7175","-6.89825","-0.005","0.09193359375","-0.0312109375"
"1","0","2465","13.0","386.0","93.87871170043945","0.58","16172.0","1.8675","16.7175","-6.89825","-0.005","0.09193359375","-0.0312109375"
"1","0","2466","13.0","379.0","93.89612674713135","0.69","16175.0","0.256","23.348","-4.164","-0.00125","0.085859375","-0.0274609375"
"1","0","2467","13.0","379.0","93.96578693389893","0.7","16187.0","-0.256","24.901","-6.19125","-0.00125","0.0833984375","-0.02"
"1","0","2468","13.0","374.0","93.97159194946289","0.76","16188.0","17.88","17.084","-29.3745","-0.005","0.0394921875","-0.02"
"1","0","2469","13.0","372.0","93.98320198059082","0.75","16190.0","19.5185","17.6335","-29.6875","-0.00125","0.03998046875","-0.0235546875"
"1","0","2470","13.0","372.0","93.98320198059082","0.75","16190.0","19.5185","17.6335","-29.6875","-0.00125","0.03998046875","-0.0235546875"
"1","0","2471","13.0","368.0","94.08769226074219","0.75","16208.0","8.1775","19.817","-27.993","-0.00125","0.083203125","-0.021953125"
"1","0","2472","13.0","360.0","94.09349727630615","0.76","16209.0","-4.1455","21.9845","-7.4165","-0.00125","0.086953125","-0.02"
"1","0","2473","13.0","360.0","94.10510730743408","0.76","16211.0","-4.34","21.6795","-6.89825","-0.00125","0.086953125","-0.0248828125"
"1","0","2474","13.0","361.0","94.12252235412598","0.77","16214.0","-4.34","21.6795","-6.89825","-0.00125","0.086953125","-0.0248828125"
"1","0","2475","13.0","376.0","94.13993740081787","0.74","16217.0","7.0385","6.92375","-4.63125","-0.005","0.03791015625","-0.02"
"1","0","2476","13.0","378.0","94.20959758758545","0.73","16229.0","7.341","5.77875","-4.966","-0.005","0.038671875","-0.02"
"1","0","2477","13.0","380.0","94.21540260314941","0.72","16230.0","4.8525","4.397","-5.11175","-0.005","0.0360546875","-0.023828125"
"1","0","2478","13.0","381.0","94.22701263427734","0.71","16232.0","4.8525","4.397","-5.11175","-0.005","0.0360546875","-0.023828125"
"1","0","2479","13.0","386.0","94.24442768096924","0.66","16235.0","6.9415","4.4735","-6.822375","-0.00125","0.037421875","-0.020078125"
"1","0","2480","13.0","385.0","94.3489179611206","0.53","16253.0","4.34525","-1.359","-4.804","0.00125","0.0808984375","-0.005"
"1","0","2481","13.0","394.0","94.3663330078125","0.48","16256.0","6.57975","-4.41975","4.25875","-0.0003125","0.03900390625","-0.020078125"
"1","0","2482","13.0","402.0","94.47082328796387","0.44","16274.0","7.5355","-17.191","7.8375","-0.00125","0.086171875","-0.005"
"1","0","2483","13.0","402.0","94.48823833465576","0.42","16277.0","6.963","-17.023","7.6595","7.8125e-05","0.0893359375","-0.009970703125"
"1","0","2484","13.0","417.0","94.50565338134766","0.35","16280.0","7.978","-4.232","25.283","0.0003125","0.03666015625","-0.0257421875"
"1","0","2485","13.0","426.0","94.59272861480713","0.31","16295.0","31.0265","-17.893","19.173","-0.00125","0.0826953125","-0.009404296875"
"1","0","2486","13.0","423.0","94.61014366149902","0.29","16298.0","16.7545","-22.62275","4.2065","-0.00125","0.0853515625","-0.007939453125"
"1","0","2487","13.0","410.0","94.62755870819092","0.25","16301.0","4.90125","-7.781125","4.134375","-0.00125","0.0848828125","-0.009326171875"
"1","0","2488","13.0","404.0","94.73204898834229","0.29","16319.0","-0.256","-5.09925","4.75","-0.0003125","0.08296875","-0.005"
"1","0","2489","13.0","404.0","94.74946403503418","0.3","16322.0","-0.3725","-4.838875","4.368","-0.0003125","0.0844140625","-0.005"
"1","0","2490","13.0","404.0","94.76107406616211","0.46","16324.0","7.4275","-0.4735","5.19275","-0.00125","0.0802734375","-0.008935546875"
"1","0","2491","13.0","404.0","94.85395431518555","0.47","16340.0","6.92","-0.064","4.2265","-0.005","0.0805078125","-0.005"
