"Trial Number","Trial File Number","Trial Indexes","Trial Type","Freq Sin Values","Time Vec","Volume Left Vec","yy","Pitch gy","Yaw gz","Roll gx","y axis Left-Right","z axis Up-Down","x axis Forward-Backward"
"1","0","2922","13.0","395.0","116.27446174621582","0.48","20030.0","1.5275","-1.458","0.27525","-0.0003125","0.0814453125","-0.02"
"1","0","2923","13.0","394.0","116.37895202636719","0.48","20048.0","1.67325","-1.5725","-0.37775","-0.0003125","0.02","-0.02"
"1","0","2924","13.0","394.0","116.39636707305908","0.48","20051.0","1.765","-1.481","-1.9755","-0.00125","0.081640625","-0.0235546875"
"1","0","2925","13.0","394.0","116.50085735321045","0.48","20069.0","1.78675","-1.64875","-1.263","-0.0003125","0.03998046875","-0.0206640625"
"1","0","2926","13.0","394.0","116.51827239990234","0.48","20072.0","1.99175","-1.58025","-0.40475","-0.0003125","0.08216796875","-0.0205078125"
"1","0","2927","13.0","394.0","116.53568744659424","0.48","20075.0","1.57075","-1.50375","-0.4695","-0.00125","0.0806640625","-0.0231640625"
"1","0","2928","13.0","394.0","116.55310249328613","0.48","20078.0","1.273625","-1.47325","-0.475","-0.0003125","0.0815234375","-0.0224609375"
"1","0","2929","13.0","394.0","116.6401777267456","0.48","20093.0","6.7605","-1.58025","-0.4695","-0.00125","0.03994140625","-0.0208203125"
"1","0","2930","13.0","394.0","116.6575927734375","0.48","20096.0","1.765","-1.084","-0.3345","-0.00125","0.0805859375","-0.005"
"1","0","2931","13.0","394.0","116.6750078201294","0.48","20099.0","1.4845","-1.0915","0.3345","-0.0003125","0.0815625","-0.005"
"1","0","2932","13.0","394.0","116.76208305358887","0.48","20114.0","1.4845","-1.0915","0.3345","-0.0003125","0.0815625","-0.005"
"1","0","2933","13.0","394.0","116.77949810028076","0.48","20117.0","4.437","-1.5725","0.064","-0.0003125","0.08171875","-0.005"
"1","0","2934","13.0","395.0","116.79691314697266","0.48","20120.0","4.232","-1.145","-0.38875","-0.0003125","0.080703125","-0.0210546875"
"1","0","2935","13.0","395.0","116.88398838043213","0.48","20135.0","1.96475","-1.519","-0.475","0.00125","0.0816796875","-0.0219921875"
"1","0","2936","13.0","394.0","116.90140342712402","0.48","20138.0","1.73275","-0.38925","0.2645","7.8125e-05","0.0811328125","-0.005"
"1","0","2937","13.0","394.0","117.00589370727539","0.48","20156.0","1.06875","-1.9085","0.35625","-0.00125","0.0819140625","-0.005"
"1","0","2938","13.0","395.0","117.02330875396729","0.48","20159.0","-0.064","-1.8015","1.024","-0.0003125","0.081953125","-0.021171875"
"1","0","2939","13.0","395.0","117.04072380065918","0.48","20162.0","-0.064","-1.8015","1.024","-0.0003125","0.081953125","-0.021171875"
"1","0","2940","13.0","395.0","117.05813884735107","0.48","20165.0","1.4845","-1.1985","-1.56275","-0.00125","0.0812109375","-0.005"
"1","0","2941","13.0","395.0","117.14521408081055","0.48","20180.0","0.43725","-1.7175","0.2645","-0.00125","0.08140625","-0.02"
"1","0","2942","13.0","395.0","117.15682411193848","0.48","20182.0","0.256","-1.61825","1.155","-0.00125","0.0818359375","-0.021484375"
"1","0","2943","13.0","395.0","117.16262912750244","0.48","20183.0","1.317","-1.10675","-0.016","-0.00125","0.08171875","-0.0229296875"
"1","0","2944","13.0","395.0","117.26711940765381","0.48","20201.0","1.86225","-2.0155","-1.587","-0.00125","0.0810546875","-0.02"
"1","0","2945","13.0","394.0","117.2845344543457","0.48","20204.0","5.398","-1.129625","-0.016","-0.00125","0.0802734375","-0.0226171875"
"1","0","2946","13.0","394.0","117.3019495010376","0.48","20207.0","5.5595","-0.113625","-1.3495","-0.00125","0.0805859375","-0.0217578125"
"1","0","2947","13.0","394.0","117.31936454772949","0.49","20210.0","5.387","-1.313","-1.263","-0.00125","0.081796875","-0.02"
"1","0","2948","13.0","394.0","117.33677959442139","0.49","20213.0","6.9845","-1.0685","-1.9325","-0.0003125","0.0809375","-0.022421875"
"1","0","2949","13.0","394.0","117.40643978118896","0.49","20225.0","4.193","-1.44275","-1.29","-0.00125","0.080390625","-0.0202734375"
"1","0","2950","13.0","393.0","117.42385482788086","0.49","20228.0","7.114","-1.4885","-1.7435","-0.00125","0.0815234375","-0.020390625"
"1","0","2951","13.0","393.0","117.52834510803223","0.48","20246.0","6.812","-1.099","-1.5275","-0.00125","0.0821484375","-0.02052734375"
"1","0","2952","13.0","393.0","117.53415012359619","0.49","20247.0","7.384","0.256","-1.83525","-0.00125","0.0819921875","-0.02"
"1","0","2953","13.0","393.0","117.54576015472412","0.49","20249.0","7.2115","0.4425","-1.74875","-0.00125","0.0829296875","-0.0200390625"
"1","0","2954","13.0","392.0","117.56317520141602","0.5","20252.0","5.86575","1.98475","-1.84075","-0.0003125","0.0821484375","-0.02"
"1","0","2955","13.0","392.0","117.66766548156738","0.55","20270.0","5.3815","4.336","-1.73275","-0.00125","0.0821484375","-0.005"
"1","0","2956","13.0","393.0","117.68508052825928","0.59","20273.0","6.760375","6.24225","-0.123375","-0.00125","0.08140625","-0.005"
"1","0","2957","13.0","394.0","117.70249557495117","0.58","20276.0","4.368","5.6785","0.421","-0.00125","0.0821484375","-0.005"
"1","0","2958","13.0","395.0","117.78957080841064","0.58","20291.0","5.0415","4.8855","1.0255","-0.00125","0.0803515625","-0.007783203125"
"1","0","2959","13.0","397.0","117.80698585510254","0.57","20294.0","1.873","4.368","4.588","-0.00125","0.082890625","-0.008701171875"
"1","0","2960","13.0","398.0","117.82440090179443","0.58","20297.0","-1.09025","6.7175","1.32775","-0.005","0.08","-0.005"
"1","0","2961","13.0","398.0","117.9114761352539","0.58","20312.0","-4.71625","4.6105","1.024","-0.00125","0.0800390625","-0.005"
"1","0","2962","13.0","398.0","117.9288911819458","0.57","20315.0","-4.869","1.38175","-0.016","-0.00125","0.039296875","-0.005"
"1","0","2963","13.0","393.0","118.05079650878906","0.5","20336.0","6.218","-4.7185","-5.8295","-0.005","0.0826953125","-0.005"
"1","0","2964","13.0","372.0","118.05660152435303","0.43","20337.0","-5.71075","0.358375","-19.799","0.005","0.08796875","-0.005"
"1","0","2965","13.0","370.0","118.06821155548096","0.44","20339.0","-6.42875","-0.064","-17.9315","0.00125","0.0834375","-0.009853515625"
"1","0","2966","13.0","370.0","118.17270183563232","0.44","20357.0","-6.42875","-0.064","-17.9315","0.00125","0.0834375","-0.009853515625"
"1","0","2967","13.0","372.0","118.19011688232422","0.49","20360.0","-0.35625","1.76325","-4.232","0.005","0.0396484375","-0.0270703125"
"1","0","2968","13.0","387.0","118.29460716247559","0.52","20378.0","5.7865","1.816375","-1.943","0.00125","0.0810546875","-0.009619140625"
"1","0","2969","13.0","391.0","118.31202220916748","0.52","20381.0","5.2575","1.44275","-1.092","0.0003125","0.080078125","-0.009248046875"
"1","0","2970","13.0","387.0","118.41651248931885","0.52","20399.0","5.5105","2.03825","-6.24525","0.005","0.08","-0.005"
"1","0","2971","13.0","387.0","118.43392753601074","0.52","20402.0","6.07775","1.8625","-5.80625","0.005","0.08208984375","-0.008134765625"
